 	Profile_Slice_1	Profile_Slice_2
1	591.284	568.813
2	579.712	590.157
3	574.689	591.892
4	574.772	581.511
5	575.189	574.747
6	567.710	561.954
7	561.435	562.282
8	561.614	563.070
9	552.451	549.028
10	551.988	545.105
11	545.520	549.669
12	540.784	556.059
13	543.933	550.342
14	548.997	544.485
15	547.522	557.136
16	543.789	547.826
17	551.617	546.182
18	530.146	554.854
19	554.645	557.484
20	550.575	550.975
21	537.386	548.883
22	553.761	552.695
23	534.457	575.316
24	538.113	570.074
25	537.965	543.740
26	535.824	561.289
27	533.558	559.320
28	548.704	555.306
29	543.571	550.451
30	534.077	562.802
31	540.041	560.168
32	543.005	531.144
33	543.620	557.962
34	535.410	550.393
35	537.062	538.470
36	529.802	545.993
37	532.597	555.339
38	528.394	537.812
39	515.350	539.077
40	522.277	542.254
41	539.082	538.573
42	536.746	540.993
43	527.112	540.881
44	531.395	550.385
45	533.591	559.871
46	546.933	562.870
47	564.136	560.812
48	547.970	565.172
49	549.385	561.460
50	548.215	552.605
51	547.442	564.157
52	556.043	566.607
53	556.141	551.896
54	551.696	547.535
55	552.322	534.084
56	558.015	551.671
57	559.399	560.404
58	558.456	562.071
59	549.428	568.595
60	570.183	573.510
61	567.119	577.329
62	571.187	585.423
63	573.422	571.890
64	569.673	571.746
65	588.116	577.745
66	583.874	587.207
67	575.250	590.365
68	573.516	583.864
69	598.640	568.306
70	590.563	565.847
71	571.738	563.899
72	573.413	558.110
73	585.762	545.356
74	559.271	536.791
75	552.867	546.648
76	544.619	530.161
77	537.491	523.702
78	511.656	505.519
79	507.405	494.385
80	508.338	508.795
81	506.175	489.632
82	494.420	484.919
83	483.808	480.588
84	476.159	480.880
85	483.531	472.375
86	472.152	472.923
87	478.434	474.086
88	470.419	457.334
89	471.530	459.523
90	472.471	468.927
91	469.483	470.814
92	463.724	455.588
93	458.329	446.539
94	464.979	452.571
95	459.776	451.999
96	448.069	454.422
97	462.775	445.496
98	435.286	438.212
99	442.884	441.937
100	452.693	431.678
101	448.532	449.932
102	438.805	432.031
103	422.835	424.009
104	431.990	422.483
105	423.117	425.315
106	422.735	418.831
107	417.921	420.517
108	409.168	415.291
109	425.545	417.747
110	415.707	406.440
111	423.215	414.034
112	427.540	412.866
113	421.157	406.409
114	415.061	402.880
115	398.647	407.614
116	405.481	395.943
117	402.012	394.267
118	399.087	397.950
119	405.204	407.547
120	411.706	397.576
121	392.984	399.522
122	386.685	390.335
123	390.238	385.824
124	395.548	384.531
125	393.038	389.721
126	386.096	382.770
127	383.493	389.564
128	383.692	381.579
129	383.437	380.570
130	401.124	385.307
131	396.381	382.900
132	378.412	392.180
133	389.804	383.836
134	382.075	381.661
135	387.773	382.987
136	367.621	370.915
137	383.587	373.782
138	382.125	377.961
139	389.940	374.385
140	382.351	375.435
141	380.081	366.718
142	395.308	368.012
143	381.802	376.696
144	375.430	375.043
145	384.322	374.882
146	381.373	363.679
147	380.930	359.228
148	367.665	363.038
149	369.559	368.023
150	368.670	374.056
151	375.592	359.502
152	367.334	380.822
153	374.672	382.249
154	365.163	369.198
155	362.538	357.708
156	363.013	371.868
157	365.139	368.066
158	370.647	356.161
159	354.733	365.305
160	356.645	355.977
161	372.328	366.181
162	378.297	353.644
163	363.632	363.149
164	364.036	365.510
165	350.844	357.611
166	359.935	353.297
167	356.573	364.394
168	358.014	365.341
169	370.201	365.727
170	363.238	368.752
171	360.468	358.480
172	361.405	358.472
173	366.660	355.299
174	375.373	348.122
175	374.232	361.368
176	352.779	355.813
177	358.136	363.188
178	362.312	359.355
179	364.985	359.026
180	343.702	362.096
181	347.471	351.262
182	362.005	353.262
183	349.637	347.400
184	355.189	353.074
185	357.918	348.716
186	356.064	341.734
187	347.358	345.622
188	355.444	352.920
189	355.079	349.156
190	353.418	361.072
191	357.621	355.849
192	370.934	349.399
193	369.827	343.459
194	359.753	353.363
195	356.614	343.560
196	358.673	362.192
197	355.326	358.112
198	358.569	360.524
199	363.469	357.232
200	360.311	351.244
201	356.657	337.836
202	361.476	344.148
203	354.605	347.256
204	351.497	351.237
205	352.427	350.931
206	350.298	351.753
207	364.547	336.950
208	348.291	352.706
209	355.017	351.669
210	346.095	347.828
211	351.081	357.029
212	350.879	353.239
213	364.399	346.525
214	353.564	345.681
215	346.323	350.507
216	354.338	340.113
217	363.673	354.235
218	349.923	350.700
219	356.185	337.985
220	347.716	335.170
221	356.143	340.437
222	360.883	350.316
223	350.559	344.650
224	345.649	344.642
225	348.039	340.668
226	343.412	360.511
227	353.592	356.527
228	342.337	352.801
229	347.466	341.923
230	354.662	341.580
231	352.619	340.509
232	365.246	346.441
233	354.895	341.577
234	348.943	346.236
235	349.856	341.460
236	350.036	335.791
237	342.024	335.923
238	346.112	335.749
239	361.339	337.928
240	337.285	337.252
241	348.211	343.476
242	357.150	341.315
243	344.768	350.512
244	347.825	334.002
245	343.919	323.100
246	342.845	345.777
247	351.212	344.088
248	348.004	335.080
249	346.044	355.038
250	348.422	341.524
251	348.499	331.653
252	351.817	337.113
253	352.726	337.115
254	353.936	344.806
255	341.832	336.782
256	357.572	336.790
257	353.289	329.739
258	348.483	335.051
259	356.174	342.372
260	350.765	350.313
261	352.464	334.453
262	355.318	340.700
263	345.049	339.383
264	344.191	339.910
265	339.055	340.978
266	337.885	338.722
267	347.585	344.972
268	340.344	350.493
269	347.556	350.747
270	345.036	339.015
271	342.687	344.928
272	336.737	350.838
273	331.420	338.858
274	340.433	337.220
275	351.935	347.290
276	344.092	326.292
277	343.665	338.145
278	558.544	558.544
279	557.909	557.909
280	549.242	549.242
281	552.274	552.274
282	559.495	559.495
283	562.851	562.851
284	561.990	561.990
285	551.714	551.714
286	551.906	551.906
