 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	849.000	983.000	974.000	849.000	885.000	1034.000	986.000	868.000	844.000
2	912.409	1020.018	996.999	912.409	838.144	1026.982	957.752	876.293	888.839
3	877.689	965.258	992.459	877.689	848.315	995.193	873.894	839.099	839.132
4	891.125	979.389	968.346	891.125	873.525	969.381	933.842	860.639	819.757
5	888.194	952.149	953.262	888.194	848.912	945.489	923.421	813.666	813.794
6	885.265	993.598	951.347	885.265	840.117	964.708	897.822	857.817	807.616
7	872.896	989.519	1004.897	872.896	843.820	926.134	883.644	838.403	816.171
8	861.787	1006.104	989.496	861.787	888.912	917.992	854.663	813.720	790.752
9	896.544	975.647	945.808	896.544	846.261	942.182	823.406	860.612	780.789
10	880.238	973.916	931.120	880.238	833.164	954.537	812.379	878.075	782.674
11	852.468	939.982	947.766	852.468	839.755	943.174	831.145	857.341	769.781
12	845.803	965.409	951.772	845.803	836.822	931.487	856.891	815.692	806.134
13	881.810	990.014	971.324	881.810	866.176	917.141	855.807	829.294	805.040
14	878.230	974.041	856.084	878.230	880.376	886.509	900.692	896.838	821.566
15	795.465	989.334	959.033	795.465	842.965	970.306	850.050	878.945	830.157
16	868.928	1016.133	890.694	868.928	839.251	953.282	881.675	898.925	842.475
17	852.542	994.197	924.477	852.542	830.356	914.733	878.866	894.117	853.171
18	869.807	986.269	951.046	869.807	827.156	926.640	874.552	841.508	818.456
19	866.088	986.108	972.272	866.088	852.692	924.940	873.641	822.723	786.655
20	872.431	1017.221	989.822	872.431	901.204	888.533	854.783	892.546	822.944
21	861.769	964.728	981.179	861.769	871.276	936.231	823.639	869.536	786.943
22	936.553	972.636	963.660	936.553	825.130	932.358	795.116	852.195	842.398
23	898.868	1016.248	977.896	898.868	847.260	917.931	879.124	875.218	825.923
24	879.833	1018.459	916.882	879.833	860.776	951.177	874.431	844.785	807.406
25	882.222	1000.703	939.420	882.222	896.900	864.884	908.099	851.976	836.342
26	858.427	1024.372	958.063	858.427	872.428	890.350	890.209	799.374	815.631
27	889.495	1015.477	937.140	889.495	870.926	839.446	889.133	810.831	793.175
28	872.918	1050.942	931.643	872.918	913.691	850.328	860.080	830.055	828.367
29	870.728	1075.105	969.151	870.728	846.532	801.934	914.260	774.958	809.750
30	887.970	1071.088	1032.710	887.970	815.586	912.107	943.264	827.233	844.377
31	897.081	1051.911	962.598	897.081	844.729	880.101	926.285	783.701	834.937
32	875.820	1034.049	949.349	875.820	839.308	890.106	918.819	811.826	851.148
33	858.215	1046.784	973.907	858.215	832.537	925.435	887.939	872.551	879.230
34	920.182	1075.104	929.470	920.182	843.211	947.845	867.889	854.770	861.445
35	935.206	1133.147	937.493	935.206	857.825	955.006	824.170	851.129	853.808
36	866.712	1030.872	982.568	866.712	876.351	959.541	896.515	840.651	868.064
37	931.363	1033.656	965.732	931.363	859.869	965.112	910.785	842.229	843.044
38	878.891	1048.006	970.634	878.891	853.943	907.199	869.019	830.911	865.683
39	864.246	1048.941	938.087	864.246	880.825	892.153	873.682	824.133	843.408
40	921.301	1053.667	962.427	921.301	926.321	948.254	887.879	883.372	824.816
41	923.166	1098.299	998.747	923.166	911.041	955.877	868.396	874.761	793.413
42	930.122	1043.114	934.377	930.122	893.493	1009.267	935.387	853.356	828.762
43	922.988	1131.970	975.874	922.988	826.595	921.272	897.643	868.988	903.608
44	875.632	1089.700	1000.654	875.632	893.892	897.838	849.434	883.553	869.430
45	905.268	1080.088	1001.615	905.268	875.412	938.873	835.659	848.363	859.860
46	915.922	1043.125	991.759	915.922	872.187	931.848	861.139	866.319	829.876
47	911.929	1048.927	974.911	911.929	845.230	969.054	892.619	903.047	829.783
48	944.064	1044.023	961.435	944.064	881.251	914.811	862.600	853.366	871.250
49	969.114	960.891	933.052	969.114	918.021	880.257	832.250	877.153	790.366
50	993.853	999.007	1038.555	993.853	915.319	916.921	849.920	829.623	814.513
51	960.733	1030.421	957.843	960.733	951.910	926.260	861.404	837.335	810.713
52	912.957	1019.607	982.978	912.957	899.643	931.497	876.256	816.283	803.194
53	908.312	985.108	1009.129	908.312	884.189	909.949	842.497	797.866	798.580
54	948.804	1012.176	998.412	948.804	901.520	932.838	813.523	820.980	785.121
55	947.704	1109.178	1039.900	947.704	893.860	912.911	789.805	811.423	847.111
56	927.696	1074.097	999.885	927.696	925.374	874.048	793.995	835.113	843.228
57	894.272	1042.895	1019.755	894.272	871.601	877.091	835.460	810.109	797.646
58	933.336	1052.905	1006.314	933.336	871.923	914.313	817.749	814.538	785.348
59	960.386	1058.632	974.648	960.386	840.552	904.367	845.077	804.560	794.381
60	954.027	1131.669	1016.895	954.027	862.263	924.501	825.263	789.913	839.717
61	941.697	1141.084	1025.957	941.697	854.455	919.181	823.872	783.883	847.858
62	882.582	1186.236	1031.189	882.582	802.212	932.163	917.079	789.394	823.213
63	963.821	1183.263	1042.368	963.821	836.789	960.428	830.944	791.017	838.783
64	978.082	1248.983	1092.655	978.082	875.980	923.082	857.710	772.761	822.736
65	1000.503	1265.466	1080.330	1000.503	882.761	919.502	870.498	797.741	814.558
66	1033.271	1332.461	1082.142	1033.271	879.430	922.583	820.989	818.963	825.265
67	1025.890	1419.585	1079.485	1025.890	913.502	930.906	885.422	826.732	819.756
68	1087.986	1499.359	1090.409	1087.986	932.039	967.116	887.805	850.703	855.460
69	1043.517	1530.370	1091.624	1043.517	955.868	965.744	868.358	845.545	851.762
70	999.000	1447.071	1150.504	999.000	899.820	1034.267	829.892	796.493	880.181
71	1061.685	1402.408	1154.402	1061.685	922.724	987.404	849.442	828.271	851.855
72	1116.135	1384.239	1127.528	1116.135	1002.040	1042.019	915.437	835.786	867.151
73	1161.902	1367.503	1195.493	1161.902	1094.881	1069.836	919.710	841.846	871.434
74	1246.786	1242.605	1261.224	1246.786	1099.683	1092.519	923.823	869.524	881.591
75	1237.515	1202.849	1367.233	1237.515	1159.286	1116.548	943.791	937.198	924.289
76	1230.585	1156.829	1228.853	1230.585	1208.952	1166.086	904.755	905.908	931.332
77	1152.311	1029.589	1309.169	1152.311	1177.029	1155.917	941.178	870.313	1005.612
78	1173.877	1016.233	1232.184	1173.877	1213.431	1228.898	964.508	954.877	974.568
79	1157.823	987.660	1158.287	1157.823	1181.533	1189.886	1039.431	1005.261	991.053
80	1103.893	905.856	1104.701	1103.893	1081.472	1116.870	1127.594	1036.570	1016.675
81	1050.566	866.230	1016.859	1050.566	983.793	1114.309	1079.900	1012.331	1038.229
82	974.410	865.465	949.541	974.410	939.719	1089.923	1088.201	1043.380	1039.387
83	918.784	805.222	893.740	918.784	935.357	1055.627	1119.020	972.479	1007.241
84	922.565	833.703	839.464	922.565	889.446	1049.137	1039.061	1023.665	1003.315
85	854.334	756.782	848.390	854.334	839.110	931.570	1004.942	1024.198	965.019
86	875.998	763.637	816.787	875.998	753.817	870.766	914.468	967.036	902.976
87	873.267	780.876	772.856	873.267	757.051	862.058	902.924	925.007	855.295
88	813.448	700.046	766.819	813.448	735.566	837.951	893.011	855.787	876.589
89	769.428	668.339	751.481	769.428	677.214	778.830	852.821	847.101	853.430
90	774.835	695.424	714.517	774.835	679.411	803.743	837.571	848.535	787.735
91	750.626	707.324	702.418	750.626	650.766	760.552	813.679	793.412	821.275
92	697.878	637.809	705.126	697.878	653.785	751.964	757.598	787.879	771.732
93	718.445	607.183	660.454	718.445	642.233	722.659	725.192	742.013	733.154
94	712.591	607.967	648.013	712.591	642.106	715.832	711.922	716.923	725.418
95	661.376	608.832	631.319	661.376	634.951	708.249	670.757	720.201	680.089
96	634.194	593.421	627.715	634.194	586.077	696.176	688.792	693.693	655.646
97	642.151	627.762	697.945	642.151	559.611	672.372	701.901	699.971	664.736
98	658.013	561.149	694.660	658.013	564.234	579.028	677.955	669.225	651.903
99	616.273	577.805	623.459	616.273	551.871	616.587	659.905	656.260	612.381
100	625.128	557.243	609.390	625.128	545.082	631.296	646.009	653.103	598.511
101	597.434	548.678	592.436	597.434	524.119	614.542	634.278	618.456	610.289
102	590.701	590.150	589.648	590.701	536.105	612.443	598.152	625.374	575.801
103	571.006	544.685	592.541	571.006	540.413	587.615	578.233	634.509	552.891
104	528.764	557.393	552.555	528.764	545.343	561.936	553.886	576.318	551.863
105	535.512	544.067	563.098	535.512	545.159	545.682	577.894	593.201	575.516
106	570.337	511.725	581.558	570.337	564.354	548.186	570.254	609.634	561.865
107	553.129	510.757	561.740	553.129	509.448	551.353	565.978	558.078	518.903
108	523.108	505.743	539.737	523.108	459.309	512.594	561.652	564.383	491.997
109	528.715	527.539	547.338	528.715	480.880	524.913	538.250	555.219	514.926
110	532.211	485.373	465.618	532.211	499.435	511.897	548.708	532.408	472.148
111	528.867	511.197	511.190	528.867	481.589	510.118	547.706	516.856	484.140
112	516.372	516.566	488.853	516.372	457.304	477.594	493.144	504.345	466.172
113	474.010	505.755	515.617	474.010	463.010	488.052	509.861	485.016	471.258
114	467.496	547.782	484.586	467.496	446.272	502.776	513.179	499.069	465.730
115	475.426	497.205	484.039	475.426	463.914	485.101	519.212	481.657	492.440
116	484.887	450.213	472.780	484.887	471.376	462.964	569.345	469.513	509.842
117	470.281	439.339	503.788	470.281	426.698	479.878	494.656	442.314	420.991
118	464.376	449.366	473.054	464.376	416.466	409.028	491.266	458.199	431.926
119	465.655	488.095	440.341	465.655	402.937	450.234	473.610	458.906	454.042
120	467.397	440.903	452.834	467.397	399.781	443.964	469.782	463.647	457.015
121	432.838	449.408	474.605	432.838	417.024	448.376	458.323	474.132	436.757
122	435.113	454.291	447.004	435.113	432.276	451.058	448.004	465.092	448.533
123	463.847	441.831	457.375	463.847	434.563	442.497	474.809	462.685	462.877
124	419.734	420.067	436.827	419.734	393.241	423.664	468.507	452.908	399.937
125	440.111	428.254	430.189	440.111	394.643	441.026	462.273	437.693	427.603
126	440.403	424.900	435.046	440.403	424.891	437.174	449.430	408.262	432.832
127	443.322	393.934	419.384	443.322	398.114	428.992	423.609	433.797	422.286
128	417.310	396.224	411.978	417.310	397.608	428.728	421.670	417.417	399.364
129	408.328	422.245	404.160	408.328	397.533	423.609	398.953	407.192	408.766
130	409.266	426.957	411.124	409.266	390.156	405.075	458.832	398.688	424.265
131	419.917	408.579	373.215	419.917	351.044	389.221	422.289	412.280	407.537
132	414.824	425.015	410.167	414.824	373.438	388.470	423.739	413.736	341.827
133	382.504	428.585	419.500	382.504	367.037	405.994	435.579	411.060	381.242
134	373.709	384.827	404.366	373.709	388.629	407.011	409.833	393.960	385.871
135	380.633	398.407	391.307	380.633	376.003	395.111	396.885	401.485	409.002
136	383.213	385.960	392.449	383.213	359.538	400.991	422.976	377.301	367.814
137	341.765	384.191	416.289	341.765	362.046	436.211	410.502	359.377	362.347
138	383.787	394.453	423.502	383.787	355.940	407.512	396.572	396.432	413.290
139	346.115	327.982	384.274	346.115	377.109	372.573	465.172	409.852	358.133
140	363.379	340.071	387.413	363.379	343.135	385.485	410.357	416.578	375.655
141	373.927	376.967	390.588	373.927	327.987	382.562	419.563	389.765	378.757
142	388.533	360.912	377.104	388.533	347.796	347.016	411.069	379.421	369.591
143	361.534	345.723	379.200	361.534	350.939	356.087	401.206	378.556	386.044
144	394.063	355.836	393.116	394.063	352.556	400.134	374.018	377.011	387.795
145	388.593	355.101	367.435	388.593	361.262	374.425	375.756	363.711	369.689
146	349.403	351.712	380.891	349.403	348.670	413.340	387.949	387.054	382.474
147	368.475	353.177	365.641	368.475	328.053	407.419	374.531	392.661	376.379
148	375.094	380.703	364.819	375.094	333.741	403.204	353.314	379.392	358.561
149	355.910	372.220	365.308	355.910	326.160	384.226	357.134	373.743	354.085
150	349.464	385.638	406.389	349.464	308.464	385.134	380.526	393.342	359.659
151	340.101	355.014	366.948	340.101	334.683	372.400	398.160	406.034	357.282
152	386.362	356.616	367.101	386.362	343.709	371.744	347.600	324.330	368.127
153	335.384	338.093	355.069	335.384	347.637	385.177	386.531	371.366	355.450
154	340.167	320.276	350.826	340.167	321.709	375.677	337.721	368.677	368.079
155	346.995	348.798	364.870	346.995	312.050	380.639	354.282	374.978	346.605
156	353.152	317.293	341.206	353.152	314.184	351.082	354.626	346.785	327.303
157	351.342	337.686	341.823	351.342	324.100	344.635	355.824	335.099	323.289
158	337.762	343.970	341.673	337.762	330.914	397.675	326.256	323.162	349.164
159	323.831	369.163	349.940	323.831	333.129	380.718	370.649	357.450	359.892
160	355.274	344.413	337.994	355.274	305.887	363.615	355.773	363.452	338.627
161	337.922	332.100	339.750	337.922	332.403	368.222	380.836	365.717	321.267
162	325.026	316.733	343.306	325.026	321.767	354.445	359.492	339.440	336.511
163	338.527	332.559	348.685	338.527	311.046	343.581	372.086	345.346	350.492
164	320.575	353.400	358.100	320.575	316.976	339.878	373.902	368.836	361.967
165	334.685	310.776	341.825	334.685	308.155	328.505	381.269	347.741	332.283
166	325.906	318.257	327.717	325.906	279.824	341.942	368.939	325.616	356.292
167	330.624	337.061	304.963	330.624	288.863	353.148	334.952	352.262	323.819
168	327.133	353.470	304.331	327.133	296.918	343.316	341.236	352.339	307.121
169	333.071	329.705	323.636	333.071	326.546	347.329	337.473	355.310	331.548
170	320.395	320.024	318.603	320.395	334.957	375.235	345.458	339.959	333.581
171	298.918	313.454	307.944	298.918	298.514	343.431	348.151	317.900	313.368
172	297.519	338.370	332.677	297.519	303.804	340.196	349.755	338.764	325.086
173	352.180	362.296	346.912	352.180	334.676	321.324	322.802	328.960	314.466
174	323.245	336.210	345.836	323.245	294.900	338.087	340.167	330.259	315.218
175	307.000	330.701	316.495	307.000	310.910	322.453	335.474	323.434	335.863
176	305.757	330.610	335.132	305.757	297.429	326.433	326.684	323.922	332.132
177	305.206	318.420	366.552	305.206	283.985	318.846	328.087	300.257	334.561
178	300.390	315.287	333.863	300.390	283.789	338.836	341.324	334.310	351.597
179	302.819	296.562	342.050	302.819	307.389	312.260	339.844	316.099	357.028
180	298.540	326.743	313.689	298.540	293.221	325.357	332.681	322.283	343.392
181	324.068	354.693	313.072	324.068	296.560	353.833	314.522	304.811	331.788
182	332.617	310.671	305.984	332.617	292.493	340.067	356.216	331.058	327.328
183	309.971	328.343	301.187	309.971	282.255	321.806	371.959	305.769	325.051
184	301.523	332.411	294.896	301.523	283.661	315.112	335.800	303.776	313.755
185	318.334	307.931	322.521	318.334	312.562	309.321	317.525	310.718	324.826
186	287.947	331.676	302.699	287.947	283.284	330.779	301.560	328.833	333.035
187	274.944	320.571	298.119	274.944	309.319	349.652	332.600	328.453	285.187
188	316.685	294.835	318.766	316.685	288.548	320.386	353.423	336.436	302.569
189	309.169	290.564	321.959	309.169	293.431	328.062	350.447	324.922	307.876
190	290.972	289.257	302.664	290.972	285.654	316.048	320.611	325.408	308.998
191	282.263	272.465	295.895	282.263	278.936	335.297	323.810	323.081	307.883
192	292.358	299.230	302.114	292.358	274.015	321.914	358.468	341.828	336.585
193	303.159	297.892	303.897	303.159	288.617	310.384	327.072	352.610	315.766
194	271.026	286.689	299.408	271.026	277.743	311.440	315.097	321.731	299.095
195	282.001	277.963	295.871	282.001	284.205	329.583	311.844	303.664	294.393
196	267.055	290.520	320.032	267.055	293.729	313.361	315.585	326.415	324.843
197	288.041	304.538	303.292	288.041	274.382	313.827	311.501	324.756	307.406
