 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	551.217	532.397	546.119	544.189	553.293	557.518	550.757	551.131	545.185	550.092	572.355
2	537.664	538.470	546.701	553.616	553.474	549.019	544.851	550.228	544.051	557.258	563.610
3	548.683	537.544	543.736	558.761	560.863	559.615	549.287	547.239	547.361	560.720	558.157
4	556.828	539.096	547.759	557.123	541.850	543.181	549.161	545.723	548.411	552.905	565.278
5	558.791	548.942	539.477	552.728	549.969	554.931	546.194	559.955	547.090	557.569	567.519
6	550.011	538.124	543.274	553.566	548.835	553.645	555.163	553.727	547.368	562.458	559.730
7	547.982	540.582	532.353	540.353	554.164	556.733	547.777	546.209	549.231	552.646	549.063
8	547.386	547.644	555.337	542.670	550.363	554.300	548.954	552.256	542.995	552.511	559.490
9	556.663	535.567	543.881	555.505	546.796	540.612	542.428	554.589	531.517	553.988	560.290
10	562.617	542.916	542.099	556.374	557.405	542.976	554.495	536.212	543.684	549.816	555.124
11	556.143	542.979	544.513	555.264	558.803	541.320	547.297	545.855	552.249	560.065	567.196
12	566.207	539.698	559.229	551.437	553.616	553.224	561.139	570.452	549.320	535.130	578.993
13	546.867	551.332	540.407	550.920	555.675	552.697	549.309	557.560	554.282	553.644	561.493
14	555.138	562.659	546.985	549.004	561.205	547.592	549.037	553.609	543.184	552.279	557.258
15	547.432	552.192	545.933	564.179	557.633	539.148	552.070	551.958	536.075	557.480	561.080
16	555.225	543.521	557.904	554.591	561.788	539.993	561.346	565.979	553.047	557.836	552.045
17	558.776	539.661	563.079	551.116	563.418	545.278	552.698	573.032	542.644	567.950	546.066
18	556.760	546.380	563.777	553.475	572.269	545.770	546.803	548.640	557.002	561.398	562.075
19	547.675	551.984	556.054	561.245	566.412	553.490	562.997	564.662	557.462	545.760	565.704
20	561.865	554.776	553.276	570.327	556.437	551.481	555.967	553.846	550.316	562.664	565.189
21	556.405	550.714	555.271	549.610	547.907	561.525	547.267	555.820	544.592	568.863	570.055
22	559.864	551.869	548.439	552.905	557.321	554.264	558.688	575.564	567.409	563.248	544.545
23	556.538	552.328	559.043	564.678	558.565	561.960	564.778	561.594	555.018	559.119	559.624
24	565.955	542.888	552.028	560.601	556.323	553.741	563.290	564.044	551.743	560.355	564.636
25	562.674	544.183	551.219	563.904	563.932	550.109	558.959	561.625	551.690	562.668	571.070
26	552.517	546.602	561.854	569.220	571.688	563.042	573.388	571.536	555.534	569.336	564.320
27	559.820	550.049	561.261	558.944	562.767	547.394	567.584	569.042	551.993	570.628	566.023
28	561.216	552.040	568.862	563.249	559.745	542.050	555.921	565.732	563.133	568.551	564.081
29	566.139	551.654	558.438	562.484	552.816	553.849	553.064	556.127	547.601	563.930	570.838
30	568.602	545.926	549.056	565.730	548.836	564.671	566.158	554.744	567.287	565.799	574.180
31	557.589	552.847	564.329	561.564	558.273	560.399	573.920	563.148	567.031	567.424	564.876
32	573.087	547.342	567.103	573.095	569.257	561.624	567.084	561.422	561.028	567.128	572.404
